"year","month","day","time","City","temperature","weather_description","wind_speed","humidity","State","State_ini"
2017,8,18,7,"San Diego",65.48,"sky is clear",1,88,"California","CA"
2017,8,18,8,"Denver",62.15,"sky is clear",2,58,"Colorado","CO"
2017,8,18,8,"Miami",83.43,"broken clouds",3,74,"Florida","FL"
2017,8,18,8,"Jacksonville",76.73,"sky is clear",2,100,"Florida","FL"
2017,8,18,8,"Los Angeles",67.32,"sky is clear",1,82,"California","CA"
2017,8,18,8,"San Francisco",61.88,"overcast clouds",2,100,"California","CA"
2017,8,18,8,"San Diego",65.64,"mist",0,93,"California","CA"
2017,8,18,9,"Denver",60.37,"sky is clear",2,67,"Colorado","CO"
2017,8,18,9,"Miami",81.95,"broken clouds",3,74,"Florida","FL"
2017,8,18,9,"Jacksonville",77,"sky is clear",2,100,"Florida","FL"
2017,8,18,9,"Los Angeles",66.34,"sky is clear",1,82,"California","CA"
2017,8,18,9,"San Francisco",61.27,"overcast clouds",3,87,"California","CA"
2017,8,18,9,"San Diego",65.75,"mist",1,82,"California","CA"
2017,8,18,10,"Denver",58.14,"sky is clear",1,81,"Colorado","CO"
2017,8,18,10,"Miami",82.4,"scattered clouds",2,70,"Florida","FL"
2017,8,18,10,"Jacksonville",76.75,"mist",2,100,"Florida","FL"
2017,8,18,10,"Los Angeles",65.66,"scattered clouds",0,93,"California","CA"
2017,8,18,10,"San Francisco",60.67,"overcast clouds",2,100,"California","CA"
2017,8,18,10,"San Diego",64.94,"mist",0,88,"California","CA"
2017,8,18,11,"Denver",55.44,"sky is clear",2,81,"Colorado","CO"
2017,8,18,11,"Miami",82.9,"scattered clouds",2,70,"Florida","FL"
2017,8,18,11,"Jacksonville",76.51,"sky is clear",1,100,"Florida","FL"
2017,8,18,11,"Los Angeles",65.64,"haze",1,82,"California","CA"
2017,8,18,11,"San Francisco",60.98,"overcast clouds",1,100,"California","CA"
2017,8,18,11,"San Diego",63.73,"mist",0,93,"California","CA"
2017,8,18,12,"Denver",54.52,"sky is clear",2,81,"Colorado","CO"
2017,8,18,12,"Miami",82.2,"broken clouds",0,70,"Florida","FL"
2017,8,18,12,"Jacksonville",76.96,"sky is clear",1,88,"Florida","FL"
2017,8,18,12,"Los Angeles",64.81,"haze",0,88,"California","CA"
2017,8,18,12,"San Francisco",61.12,"haze",2,100,"California","CA"
2017,8,18,12,"San Diego",65.73,"mist",0,88,"California","CA"
2017,8,18,13,"Denver",54.23,"haze",1,87,"Colorado","CO"
2017,8,18,13,"Miami",84.45,"broken clouds",0,70,"Florida","FL"
2017,8,18,13,"Jacksonville",79.68,"sky is clear",2,88,"Florida","FL"
2017,8,18,13,"Los Angeles",64.99,"haze",0,82,"California","CA"
2017,8,18,13,"San Francisco",60.51,"mist",2,77,"California","CA"
2017,8,18,13,"San Diego",64.65,"haze",0,88,"California","CA"
2017,8,18,14,"Denver",57.58,"sky is clear",1,71,"Colorado","CO"
2017,8,18,14,"Miami",87.21,"scattered clouds",2,62,"Florida","FL"
2017,8,18,14,"Jacksonville",82.4,"scattered clouds",1,83,"Florida","FL"
2017,8,18,14,"Los Angeles",64.83,"mist",0,88,"California","CA"
2017,8,18,14,"San Francisco",60.37,"overcast clouds",1,97,"California","CA"
2017,8,18,14,"San Diego",64.51,"haze",1,88,"California","CA"
2017,8,18,15,"Denver",63.77,"sky is clear",1,48,"Colorado","CO"
2017,8,18,15,"Miami",89.01,"scattered clouds",2,58,"Florida","FL"
2017,8,18,15,"Jacksonville",85.01,"overcast clouds",1,88,"Florida","FL"
2017,8,18,15,"Los Angeles",64.98,"mist",0,82,"California","CA"
2017,8,18,15,"San Francisco",60.82,"haze",1,97,"California","CA"
2017,8,18,15,"San Diego",64.53,"mist",1,88,"California","CA"
2017,8,18,16,"Denver",68.16,"sky is clear",1,37,"Colorado","CO"
2017,8,18,16,"Miami",90,"broken clouds",1,55,"Florida","FL"
2017,8,18,16,"Jacksonville",88.11,"scattered clouds",1,74,"Florida","FL"
2017,8,18,16,"Los Angeles",67.42,"haze",0,82,"California","CA"
2017,8,18,16,"San Francisco",61.66,"haze",1,97,"California","CA"
2017,8,18,16,"San Diego",67.17,"haze",3,100,"California","CA"
2017,8,18,17,"Denver",72.18,"haze",1,29,"Colorado","CO"
2017,8,18,17,"Miami",90.99,"scattered clouds",5,52,"Florida","FL"
2017,8,18,17,"Jacksonville",84.76,"thunderstorm",3,83,"Florida","FL"
2017,8,18,17,"Los Angeles",70.05,"haze",2,77,"California","CA"
2017,8,18,17,"San Francisco",64.13,"haze",1,68,"California","CA"
2017,8,18,17,"San Diego",70.25,"haze",3,64,"California","CA"
2017,8,18,18,"Denver",75.96,"sky is clear",1,26,"Colorado","CO"
2017,8,18,18,"Miami",91.8,"broken clouds",4,59,"Florida","FL"
2017,8,18,18,"Jacksonville",84.16,"proximity thunderstorm",1,78,"Florida","FL"
2017,8,18,18,"Los Angeles",73.06,"haze",1,53,"California","CA"
2017,8,18,18,"San Francisco",65.95,"haze",3,76,"California","CA"
2017,8,18,18,"San Diego",71.58,"sky is clear",2,64,"California","CA"
2017,8,18,19,"Denver",79.39,"haze",3,24,"Colorado","CO"
2017,8,18,19,"Miami",91.8,"sky is clear",4,52,"Florida","FL"
2017,8,18,19,"Jacksonville",83.39,"proximity thunderstorm",2,70,"Florida","FL"
2017,8,18,19,"Los Angeles",75.85,"haze",3,69,"California","CA"
2017,8,18,19,"San Francisco",68.58,"haze",3,76,"California","CA"
2017,8,18,19,"San Diego",74.44,"sky is clear",4,60,"California","CA"
2017,8,18,20,"Denver",82.18,"haze",1,18,"Colorado","CO"
2017,8,18,20,"Miami",92.28,"scattered clouds",5,52,"Florida","FL"
2017,8,18,20,"Jacksonville",84.42,"light rain",3,74,"Florida","FL"
2017,8,18,20,"Los Angeles",78.03,"sky is clear",1,57,"California","CA"
2017,8,18,20,"San Francisco",72.05,"haze",3,77,"California","CA"
2017,8,18,20,"San Diego",77.16,"sky is clear",5,60,"California","CA"
2017,8,18,21,"Denver",84.4,"few clouds",2,17,"Colorado","CO"
2017,8,18,21,"Miami",91.38,"scattered clouds",5,52,"Florida","FL"
2017,8,18,21,"Jacksonville",84.22,"broken clouds",1,62,"Florida","FL"
2017,8,18,21,"Los Angeles",79.5,"sky is clear",3,54,"California","CA"
2017,8,18,21,"San Francisco",75.36,"haze",4,50,"California","CA"
2017,8,18,21,"San Diego",77.86,"sky is clear",5,60,"California","CA"
2017,8,18,22,"Denver",85.78,"sky is clear",3,15,"Colorado","CO"
2017,8,18,22,"Miami",90.79,"scattered clouds",6,52,"Florida","FL"
2017,8,18,22,"Jacksonville",85.98,"scattered clouds",4,70,"Florida","FL"
2017,8,18,22,"Los Angeles",80.62,"sky is clear",3,54,"California","CA"
2017,8,18,22,"San Francisco",74.43,"haze",4,77,"California","CA"
2017,8,18,22,"San Diego",78.26,"sky is clear",5,57,"California","CA"
2017,8,18,23,"Denver",86.38,"sky is clear",3,14,"Colorado","CO"
2017,8,18,23,"Miami",90,"scattered clouds",5,59,"Florida","FL"
2017,8,18,23,"Jacksonville",83.32,"thunderstorm",3,74,"Florida","FL"
2017,8,18,23,"Los Angeles",80.51,"sky is clear",1,57,"California","CA"
2017,8,18,23,"San Francisco",76.17,"haze",2,77,"California","CA"
2017,8,18,23,"San Diego",75.61,"sky is clear",5,64,"California","CA"
2017,8,19,0,"Denver",85.78,"sky is clear",3,14,"Colorado","CO"
2017,8,19,0,"Miami",88.59,"few clouds",5,59,"Florida","FL"
2017,8,19,0,"Jacksonville",82.42,"sky is clear",2,78,"Florida","FL"
2017,8,19,0,"Los Angeles",79.95,"sky is clear",2,57,"California","CA"
2017,8,19,0,"San Francisco",76.17,"haze",3,82,"California","CA"
2017,8,19,0,"San Diego",76.89,"sky is clear",4,64,"California","CA"
2017,8,19,1,"Denver",83.61,"sky is clear",3,15,"Colorado","CO"
2017,8,19,1,"Miami",85.98,"scattered clouds",5,62,"Florida","FL"
2017,8,19,1,"Jacksonville",80.35,"sky is clear",1,83,"Florida","FL"
2017,8,19,1,"Los Angeles",79.54,"sky is clear",1,57,"California","CA"
2017,8,19,1,"San Francisco",74.14,"overcast clouds",2,82,"California","CA"
2017,8,19,1,"San Diego",74.17,"sky is clear",3,68,"California","CA"
2017,8,19,2,"Denver",78.24,"sky is clear",2,24,"Colorado","CO"
2017,8,19,2,"Miami",84.65,"sky is clear",4,79,"Florida","FL"
2017,8,19,2,"Jacksonville",79.05,"sky is clear",3,83,"Florida","FL"
2017,8,19,2,"Los Angeles",77.5,"sky is clear",2,64,"California","CA"
2017,8,19,2,"San Francisco",70.92,"overcast clouds",3,82,"California","CA"
2017,8,19,2,"San Diego",72.59,"sky is clear",4,73,"California","CA"
2017,8,19,3,"Denver",73.02,"sky is clear",1,37,"Colorado","CO"
2017,8,19,3,"Miami",84.4,"broken clouds",3,94,"Florida","FL"
2017,8,19,3,"Jacksonville",78.01,"sky is clear",3,83,"Florida","FL"
2017,8,19,3,"Los Angeles",74.64,"broken clouds",3,77,"California","CA"
2017,8,19,3,"San Francisco",68.07,"overcast clouds",2,87,"California","CA"
2017,8,19,3,"San Diego",71.47,"haze",3,83,"California","CA"
2017,8,19,4,"Denver",70.21,"sky is clear",1,40,"Colorado","CO"
2017,8,19,4,"Miami",83.8,"light rain",2,78,"Florida","FL"
2017,8,19,4,"Jacksonville",77.77,"broken clouds",3,100,"Florida","FL"
2017,8,19,4,"Los Angeles",71.51,"broken clouds",2,77,"California","CA"
2017,8,19,4,"San Francisco",66.11,"overcast clouds",3,87,"California","CA"
2017,8,19,4,"San Diego",68.56,"few clouds",2,88,"California","CA"
2017,8,19,5,"Denver",68.22,"haze",2,48,"Colorado","CO"
2017,8,19,5,"Miami",83.3,"scattered clouds",2,78,"Florida","FL"
2017,8,19,5,"Jacksonville",76.77,"few clouds",3,88,"Florida","FL"
2017,8,19,5,"Los Angeles",70.07,"broken clouds",2,73,"California","CA"
2017,8,19,5,"San Francisco",63.75,"few clouds",4,93,"California","CA"
2017,8,19,5,"San Diego",67.03,"mist",2,88,"California","CA"
2017,8,19,6,"Denver",67.1,"sky is clear",2,59,"Colorado","CO"
2017,8,19,6,"Miami",82.4,"few clouds",2,83,"Florida","FL"
2017,8,19,6,"Jacksonville",76.5,"overcast clouds",2,100,"Florida","FL"
2017,8,19,6,"Los Angeles",69.28,"scattered clouds",2,88,"California","CA"
2017,8,19,6,"San Francisco",62.33,"overcast clouds",3,93,"California","CA"
2017,8,19,6,"San Diego",66.74,"mist",2,73,"California","CA"
2017,8,19,7,"Denver",67.1,"sky is clear",1,55,"Colorado","CO"
2017,8,19,7,"Miami",81.5,"few clouds",1,74,"Florida","FL"
2017,8,19,7,"Jacksonville",75.72,"overcast clouds",2,100,"Florida","FL"
2017,8,19,7,"Los Angeles",68.02,"scattered clouds",2,77,"California","CA"
2017,8,19,7,"San Francisco",61.81,"overcast clouds",3,93,"California","CA"
2017,8,19,7,"San Diego",66.49,"mist",1,93,"California","CA"
2017,8,19,8,"Denver",64.63,"sky is clear",1,62,"Colorado","CO"
2017,8,19,8,"Miami",80.85,"few clouds",1,83,"Florida","FL"
2017,8,19,8,"Jacksonville",75.22,"mist",1,94,"Florida","FL"
2017,8,19,8,"Los Angeles",67.17,"broken clouds",0,77,"California","CA"
2017,8,19,8,"San Francisco",60.67,"mist",2,93,"California","CA"
2017,8,19,8,"San Diego",66.18,"mist",2,73,"California","CA"
2017,8,19,9,"Denver",63.34,"sky is clear",2,71,"Colorado","CO"
2017,8,19,9,"Miami",80.85,"few clouds",1,74,"Florida","FL"
2017,8,19,9,"Jacksonville",75.22,"mist",2,100,"Florida","FL"
2017,8,19,9,"Los Angeles",66.2,"broken clouds",1,88,"California","CA"
2017,8,19,9,"San Francisco",60.06,"mist",2,93,"California","CA"
2017,8,19,9,"San Diego",66.33,"mist",0,88,"California","CA"
2017,8,19,10,"Denver",62.44,"sky is clear",2,81,"Colorado","CO"
2017,8,19,10,"Miami",81.28,"few clouds",1,78,"Florida","FL"
2017,8,19,10,"Jacksonville",74.97,"broken clouds",2,100,"Florida","FL"
2017,8,19,10,"Los Angeles",65.64,"haze",0,82,"California","CA"
2017,8,19,10,"San Francisco",60.51,"mist",2,93,"California","CA"
2017,8,19,10,"San Diego",66.34,"mist",0,93,"California","CA"
2017,8,19,11,"Denver",61.97,"haze",2,76,"Colorado","CO"
2017,8,19,11,"Miami",82.15,"few clouds",3,74,"Florida","FL"
2017,8,19,11,"Jacksonville",74.68,"mist",2,100,"Florida","FL"
2017,8,19,11,"Los Angeles",65.37,"haze",1,93,"California","CA"
2017,8,19,11,"San Francisco",60.49,"overcast clouds",3,93,"California","CA"
2017,8,19,11,"San Diego",66.33,"mist",0,93,"California","CA"
2017,8,19,12,"Denver",60.4,"sky is clear",2,76,"Colorado","CO"
2017,8,19,12,"Miami",81.95,"scattered clouds",2,74,"Florida","FL"
2017,8,19,12,"Jacksonville",74.68,"mist",2,100,"Florida","FL"
2017,8,19,12,"Los Angeles",65.37,"haze",2,88,"California","CA"
2017,8,19,12,"San Francisco",59.92,"mist",2,87,"California","CA"
2017,8,19,12,"San Diego",65.79,"haze",1,77,"California","CA"
2017,8,19,13,"Denver",59.25,"sky is clear",2,81,"Colorado","CO"
2017,8,19,13,"Miami",82.2,"broken clouds",1,74,"Florida","FL"
2017,8,19,13,"Jacksonville",76.46,"mist",3,83,"Florida","FL"
2017,8,19,13,"Los Angeles",64.96,"mist",1,93,"California","CA"
2017,8,19,13,"San Francisco",60.22,"mist",3,87,"California","CA"
2017,8,19,13,"San Diego",65.61,"haze",0,93,"California","CA"
2017,8,19,14,"Denver",63.61,"haze",2,72,"Colorado","CO"
2017,8,19,14,"Miami",87.13,"broken clouds",1,79,"Florida","FL"
2017,8,19,14,"Jacksonville",79.3,"scattered clouds",3,78,"Florida","FL"
2017,8,19,14,"Los Angeles",65.37,"mist",1,88,"California","CA"
2017,8,19,14,"San Francisco",59.77,"mist",2,93,"California","CA"
2017,8,19,14,"San Diego",65.89,"haze",2,82,"California","CA"
2017,8,19,15,"Denver",70.68,"sky is clear",2,33,"Colorado","CO"
2017,8,19,15,"Miami",88.2,"broken clouds",2,59,"Florida","FL"
2017,8,19,15,"Jacksonville",84.2,"few clouds",3,79,"Florida","FL"
2017,8,19,15,"Los Angeles",65.62,"haze",1,77,"California","CA"
2017,8,19,15,"San Francisco",60.69,"mist",4,93,"California","CA"
2017,8,19,15,"San Diego",65.95,"haze",1,100,"California","CA"
2017,8,19,16,"Denver",75.96,"sky is clear",1,21,"Colorado","CO"
2017,8,19,16,"Miami",89.6,"broken clouds",2,59,"Florida","FL"
2017,8,19,16,"Jacksonville",86.77,"broken clouds",2,66,"Florida","FL"
2017,8,19,16,"Los Angeles",66.87,"haze",2,73,"California","CA"
2017,8,19,16,"San Francisco",61.38,"mist",3,93,"California","CA"
2017,8,19,16,"San Diego",66.88,"mist",1,73,"California","CA"
2017,8,19,17,"Denver",81.16,"sky is clear",2,20,"Colorado","CO"
2017,8,19,17,"Miami",90.88,"broken clouds",4,55,"Florida","FL"
2017,8,19,17,"Jacksonville",88.32,"broken clouds",1,66,"Florida","FL"
2017,8,19,17,"Los Angeles",69.46,"haze",2,77,"California","CA"
2017,8,19,17,"San Francisco",63.05,"mist",4,83,"California","CA"
2017,8,19,17,"San Diego",67.98,"mist",1,82,"California","CA"
2017,8,19,18,"Denver",85.77,"sky is clear",2,32,"Colorado","CO"
2017,8,19,18,"Miami",91.8,"sky is clear",4,52,"Florida","FL"
2017,8,19,18,"Jacksonville",89.1,"broken clouds",3,70,"Florida","FL"
2017,8,19,18,"Los Angeles",72.05,"haze",1,57,"California","CA"
2017,8,19,18,"San Francisco",64.44,"haze",4,83,"California","CA"
2017,8,19,18,"San Diego",69.78,"mist",2,73,"California","CA"
2017,8,19,19,"Denver",88.97,"sky is clear",4,10,"Colorado","CO"
2017,8,19,19,"Miami",91.38,"broken clouds",3,49,"Florida","FL"
2017,8,19,19,"Jacksonville",89.62,"sky is clear",4,70,"Florida","FL"
2017,8,19,19,"Los Angeles",75.43,"haze",1,54,"California","CA"
2017,8,19,19,"San Francisco",67.48,"haze",4,82,"California","CA"
2017,8,19,19,"San Diego",70.61,"haze",3,69,"California","CA"
2017,8,19,20,"Denver",89.76,"sky is clear",3,9,"Colorado","CO"
2017,8,19,20,"Miami",91.58,"broken clouds",4,49,"Florida","FL"
2017,8,19,20,"Jacksonville",89.91,"sky is clear",5,70,"Florida","FL"
2017,8,19,20,"Los Angeles",77.79,"haze",1,51,"California","CA"
2017,8,19,20,"San Francisco",70.54,"haze",1,68,"California","CA"
2017,8,19,20,"San Diego",73.09,"haze",5,57,"California","CA"
2017,8,19,21,"Denver",90.79,"sky is clear",5,8,"Colorado","CO"
2017,8,19,21,"Miami",91.8,"broken clouds",4,49,"Florida","FL"
2017,8,19,21,"Jacksonville",89.37,"thunderstorm",3,66,"Florida","FL"
2017,8,19,21,"Los Angeles",78.22,"sky is clear",1,54,"California","CA"
2017,8,19,21,"San Francisco",71.91,"haze",5,82,"California","CA"
2017,8,19,21,"San Diego",76.41,"sky is clear",4,64,"California","CA"
2017,8,19,22,"Denver",91.56,"sky is clear",5,8,"Colorado","CO"
2017,8,19,22,"Miami",90.27,"broken clouds",5,52,"Florida","FL"
2017,8,19,22,"Jacksonville",88.12,"thunderstorm",4,62,"Florida","FL"
2017,8,19,22,"Los Angeles",79.79,"sky is clear",1,54,"California","CA"
2017,8,19,22,"San Francisco",75.34,"haze",2,45,"California","CA"
2017,8,19,22,"San Diego",75.74,"sky is clear",5,60,"California","CA"
2017,8,19,23,"Denver",90.77,"sky is clear",3,10,"Colorado","CO"
2017,8,19,23,"Miami",89.6,"broken clouds",4,62,"Florida","FL"
2017,8,19,23,"Jacksonville",84.24,"light rain",3,74,"Florida","FL"
2017,8,19,23,"Los Angeles",79.3,"sky is clear",2,57,"California","CA"
2017,8,19,23,"San Francisco",74.66,"haze",3,74,"California","CA"
2017,8,19,23,"San Diego",75.06,"sky is clear",2,64,"California","CA"
2017,8,20,0,"Denver",86.59,"proximity shower rain",2,29,"Colorado","CO"
2017,8,20,0,"Miami",87.78,"broken clouds",6,62,"Florida","FL"
2017,8,20,0,"Jacksonville",83.61,"sky is clear",2,69,"Florida","FL"
2017,8,20,0,"Los Angeles",79.61,"sky is clear",1,57,"California","CA"
2017,8,20,0,"San Francisco",74.93,"haze",5,57,"California","CA"
2017,8,20,0,"San Diego",74.1,"scattered clouds",4,68,"California","CA"
2017,8,20,1,"Denver",83.57,"proximity thunderstorm",2,10,"Colorado","CO"
2017,8,20,1,"Miami",85.39,"broken clouds",5,66,"Florida","FL"
2017,8,20,1,"Jacksonville",82.4,"sky is clear",1,74,"Florida","FL"
2017,8,20,1,"Los Angeles",78.26,"sky is clear",1,57,"California","CA"
2017,8,20,1,"San Francisco",73.89,"sky is clear",3,50,"California","CA"
2017,8,20,1,"San Diego",72.7,"sky is clear",2,73,"California","CA"
2017,8,20,2,"Denver",80.58,"proximity shower rain",1,17,"Colorado","CO"
2017,8,20,2,"Miami",84.2,"broken clouds",4,79,"Florida","FL"
2017,8,20,2,"Jacksonville",80.1,"sky is clear",1,78,"Florida","FL"
2017,8,20,2,"Los Angeles",76.3,"sky is clear",2,60,"California","CA"
2017,8,20,2,"San Francisco",71.04,"sky is clear",7,64,"California","CA"
2017,8,20,2,"San Diego",72.32,"sky is clear",2,77,"California","CA"
2017,8,20,3,"Denver",79.2,"scattered clouds",2,14,"Colorado","CO"
2017,8,20,3,"Miami",83.19,"scattered clouds",5,78,"Florida","FL"
2017,8,20,3,"Jacksonville",80.02,"sky is clear",2,78,"Florida","FL"
2017,8,20,3,"Los Angeles",73.54,"sky is clear",1,64,"California","CA"
2017,8,20,3,"San Francisco",67.51,"overcast clouds",3,100,"California","CA"
2017,8,20,3,"San Diego",69.67,"sky is clear",3,77,"California","CA"
2017,8,20,4,"Denver",75.2,"sky is clear",1,23,"Colorado","CO"
2017,8,20,4,"Miami",83.53,"scattered clouds",5,83,"Florida","FL"
2017,8,20,4,"Jacksonville",78.84,"scattered clouds",1,100,"Florida","FL"
2017,8,20,4,"Los Angeles",69.93,"sky is clear",2,73,"California","CA"
2017,8,20,4,"San Francisco",64.45,"mist",2,100,"California","CA"
2017,8,20,4,"San Diego",67.44,"broken clouds",2,73,"California","CA"
2017,8,20,5,"Denver",73.38,"light intensity drizzle",2,28,"Colorado","CO"
2017,8,20,5,"Miami",82.67,"few clouds",5,78,"Florida","FL"
2017,8,20,5,"Jacksonville",78.58,"sky is clear",2,100,"Florida","FL"
2017,8,20,5,"Los Angeles",68.4,"few clouds",1,73,"California","CA"
2017,8,20,5,"San Francisco",63.05,"mist",2,100,"California","CA"
2017,8,20,5,"San Diego",66.47,"sky is clear",3,77,"California","CA"
2017,8,20,6,"Denver",70.23,"sky is clear",2,30,"Colorado","CO"
2017,8,20,6,"Miami",82.4,"overcast clouds",3,69,"Florida","FL"
2017,8,20,6,"Jacksonville",78.31,"few clouds",2,100,"Florida","FL"
2017,8,20,6,"Los Angeles",67.32,"scattered clouds",2,88,"California","CA"
2017,8,20,6,"San Francisco",61.88,"overcast clouds",4,100,"California","CA"
2017,8,20,6,"San Diego",66.2,"overcast clouds",0,88,"California","CA"
2017,8,20,7,"Denver",67.51,"sky is clear",3,28,"Colorado","CO"
2017,8,20,7,"Miami",81.72,"light rain",3,69,"Florida","FL"
2017,8,20,7,"Jacksonville",77.83,"sky is clear",2,100,"Florida","FL"
2017,8,20,7,"Los Angeles",66.2,"broken clouds",0,77,"California","CA"
2017,8,20,7,"San Francisco",61.72,"overcast clouds",5,93,"California","CA"
2017,8,20,7,"San Diego",66.81,"overcast clouds",1,82,"California","CA"
2017,8,20,8,"Denver",65.75,"sky is clear",1,39,"Colorado","CO"
2017,8,20,8,"Miami",81.95,"light rain",2,74,"Florida","FL"
2017,8,20,8,"Jacksonville",77.56,"sky is clear",2,100,"Florida","FL"
2017,8,20,8,"Los Angeles",66.2,"overcast clouds",0,82,"California","CA"
2017,8,20,8,"San Francisco",61.97,"mist",4,100,"California","CA"
2017,8,20,8,"San Diego",67.1,"overcast clouds",0,82,"California","CA"
2017,8,20,9,"Denver",63.23,"sky is clear",1,42,"Colorado","CO"
2017,8,20,9,"Miami",82.18,"overcast clouds",1,74,"Florida","FL"
2017,8,20,9,"Jacksonville",77.04,"sky is clear",2,100,"Florida","FL"
2017,8,20,9,"Los Angeles",65.77,"broken clouds",1,82,"California","CA"
2017,8,20,9,"San Francisco",61.3,"mist",4,93,"California","CA"
2017,8,20,9,"San Diego",66.94,"overcast clouds",0,82,"California","CA"
2017,8,20,10,"Denver",62.6,"sky is clear",1,54,"Colorado","CO"
2017,8,20,10,"Miami",82.85,"heavy intensity rain",2,70,"Florida","FL"
2017,8,20,10,"Jacksonville",76.55,"sky is clear",2,100,"Florida","FL"
2017,8,20,10,"Los Angeles",65.64,"broken clouds",1,93,"California","CA"
2017,8,20,10,"San Francisco",61.63,"mist",3,93,"California","CA"
2017,8,20,10,"San Diego",65.89,"haze",0,82,"California","CA"
2017,8,20,11,"Denver",60.82,"sky is clear",2,58,"Colorado","CO"
2017,8,20,11,"Miami",80.89,"light intensity drizzle",4,78,"Florida","FL"
2017,8,20,11,"Jacksonville",76.28,"sky is clear",1,100,"Florida","FL"
2017,8,20,11,"Los Angeles",65.5,"haze",0,73,"California","CA"
2017,8,20,11,"San Francisco",61.56,"mist",3,93,"California","CA"
2017,8,20,11,"San Diego",66.06,"haze",2,77,"California","CA"
2017,8,20,12,"Denver",61.23,"sky is clear",1,54,"Colorado","CO"
2017,8,20,12,"Miami",80.64,"light rain",1,83,"Florida","FL"
2017,8,20,12,"Jacksonville",75.97,"sky is clear",1,88,"Florida","FL"
2017,8,20,12,"Los Angeles",66.06,"haze",1,77,"California","CA"
2017,8,20,12,"San Francisco",61.25,"mist",2,77,"California","CA"
2017,8,20,12,"San Diego",65.91,"haze",2,77,"California","CA"
2017,8,20,13,"Denver",61.21,"sky is clear",1,58,"Colorado","CO"
2017,8,20,13,"Miami",80.83,"proximity thunderstorm",1,83,"Florida","FL"
2017,8,20,13,"Jacksonville",77.25,"sky is clear",1,83,"Florida","FL"
2017,8,20,13,"Los Angeles",66.33,"haze",0,73,"California","CA"
2017,8,20,13,"San Francisco",61.25,"overcast clouds",2,93,"California","CA"
2017,8,20,13,"San Diego",65.21,"haze",0,82,"California","CA"
2017,8,20,14,"Denver",64.18,"sky is clear",1,45,"Colorado","CO"
2017,8,20,14,"Miami",80.6,"proximity thunderstorm",4,88,"Florida","FL"
2017,8,20,14,"Jacksonville",80.58,"sky is clear",1,74,"Florida","FL"
2017,8,20,14,"Los Angeles",66.58,"haze",2,72,"California","CA"
2017,8,20,14,"San Francisco",61.11,"mist",3,93,"California","CA"
2017,8,20,14,"San Diego",65.35,"haze",1,77,"California","CA"
2017,8,20,15,"Denver",70.16,"haze",1,33,"Colorado","CO"
2017,8,20,15,"Miami",81,"mist",3,94,"Florida","FL"
2017,8,20,15,"Jacksonville",83.68,"sky is clear",1,70,"Florida","FL"
2017,8,20,15,"Los Angeles",66.42,"mist",1,72,"California","CA"
2017,8,20,15,"San Francisco",60.94,"mist",4,93,"California","CA"
2017,8,20,15,"San Diego",65.48,"haze",1,77,"California","CA"
2017,8,20,16,"Denver",75.96,"sky is clear",1,21,"Colorado","CO"
2017,8,20,16,"Miami",80.58,"proximity thunderstorm",1,100,"Florida","FL"
2017,8,20,16,"Jacksonville",87.49,"sky is clear",2,70,"Florida","FL"
2017,8,20,16,"Los Angeles",67.44,"mist",1,82,"California","CA"
2017,8,20,16,"San Francisco",62.46,"overcast clouds",5,82,"California","CA"
2017,8,20,16,"San Diego",67.15,"mist",1,72,"California","CA"
2017,8,20,17,"Denver",80.76,"sky is clear",2,16,"Colorado","CO"
2017,8,20,17,"Miami",80.38,"proximity thunderstorm",2,88,"Florida","FL"
2017,8,20,17,"Jacksonville",89.35,"haze",3,70,"Florida","FL"
2017,8,20,17,"Los Angeles",69.24,"haze",2,73,"California","CA"
2017,8,20,17,"San Francisco",64.42,"overcast clouds",1,77,"California","CA"
2017,8,20,17,"San Diego",68.14,"broken clouds",2,64,"California","CA"
2017,8,20,18,"Denver",83.39,"sky is clear",4,27,"Colorado","CO"
2017,8,20,18,"Miami",81.37,"mist",6,83,"Florida","FL"
2017,8,20,18,"Jacksonville",89.87,"sky is clear",3,66,"Florida","FL"
2017,8,20,18,"Los Angeles",71.35,"haze",1,60,"California","CA"
2017,8,20,18,"San Francisco",66.36,"broken clouds",8,77,"California","CA"
2017,8,20,18,"San Diego",70.97,"few clouds",1,60,"California","CA"
2017,8,20,19,"Denver",83.19,"sky is clear",4,14,"Colorado","CO"
2017,8,20,19,"Miami",84.13,"drizzle",3,66,"Florida","FL"
2017,8,20,19,"Jacksonville",90.37,"thunderstorm",2,52,"Florida","FL"
2017,8,20,19,"Los Angeles",74.3,"haze",1,54,"California","CA"
2017,8,20,19,"San Francisco",68.85,"few clouds",8,77,"California","CA"
2017,8,20,19,"San Diego",73.09,"few clouds",5,57,"California","CA"
2017,8,20,20,"Denver",84.58,"haze",4,23,"Colorado","CO"
2017,8,20,20,"Miami",87.98,"proximity thunderstorm",5,62,"Florida","FL"
2017,8,20,20,"Jacksonville",89.92,"proximity thunderstorm",5,62,"Florida","FL"
2017,8,20,20,"Los Angeles",76.55,"sky is clear",1,54,"California","CA"
2017,8,20,20,"San Francisco",71.91,"sky is clear",3,53,"California","CA"
2017,8,20,20,"San Diego",76.59,"scattered clouds",4,64,"California","CA"
2017,8,20,21,"Denver",85.78,"sky is clear",3,11,"Colorado","CO"
